name,category,address,website,plus_code,comment_avg,comment_count 
Warsztaty Kuchni Agaty,Geschäftsstelle,"11 Listopada 13, 85-624 Bydgoszcz, Polen",kuchniaagaty.pl,"42RG+W4 Bydgoszcz, Polen","4,8",6
JARCO Jarosław Matysiak,Koffergeschäft,"Szyby Rycerskie 22N, 41-909 Bytom, Polen",,"8WH7+G3 Bytom, Polen","1,0",1
Centrum kształcenia,Community College,"Suchary 17A, 89-100 Suchary, Polen",,"5JPW+PC Suchary, Polen",,
Prywatna Szkoła Policealna,Schule,"Szkolna 1, 88-160 Janikowo, Polen",,"P4X9+85 Janikowo, Polen",,
Szkoła Domowego Masarstwa.,Kochschule,"Wylągi 48, 24-120 Kazimierz Dolny, Polen",szkoladomowegomasarstwa.pl,"8X4X+4P Kazimierz Dolny, Polen",,
Policealne Studium Zawodowe Turystyki i Hotelarstwa,Hochschule,"Stanisława Żółkiewskiego 40/46, 87-100 Toruń, Polen",,"2JCV+VV Toruń, Polen",,
Szkoła PASCAL,Hochschule,"Fosa Staromiejska 26, 87-100 Toruń, Polen",pascal.edu.pl,"2J63+Q5 Toruń, Polen","5,0",6
Szkoła Artystyczna Wiesław Kucia,Charter School,"Wojciechowska 3, Morwowa 1, 20-704 Lublin, Polen",kucia.com.pl,"6GW7+XQ Lublin, Polen","5,0",55
Centrum Edukacji Dorosłych,Hochschule,"Szosa Chełmińska 70, 87-100 Toruń, Polen",ced.edu.pl,"2HCX+92 Toruń, Polen","5,0",2
"Dom Gustka - Food, Fun, Catering",Familienrestaurant,"Aleja Spółdzielczości Pracy 36, 20-149 Lublin, Polen",,"7H8C+RW Lublin, Polen",,
"Wzgórza Zdrowia | Dietetyk dziecięcy i rodzinny, warsztaty dietetyczne Lublin",Ernährungsberater,"Onyksowa 2, 20-582 Lublin, Polen",wzgorzazdrowia.pl,"6FCX+WV Lublin, Polen","5,0",6
Anna kanapki,Kochschule,"Komunalna, 26-604 Radom, Polen",,"95RM+23 Radom, Polen",,
"Wioska kulinarna w Podcierniu, OSP Podciernie",Kochschule,"Podciernie 85, 05-319 Podciernie, Polen",,"3QWV+59 Podciernie, Polen","5,0",2
GoCook Culinary Academy,Kochschule,"Jutrzenki 76, 02-230 Warszawa, Polen",gocook.pl,"5WPG+92 Warschau, Polen","4,6",143
Inspiracje Edukacja i Biznes,Ausbildungszentrum,"Pionierów 5, 66-400 Gorzów Wielkopolski, Polen",inspiracje.pro,"P6JR+HJ Gorzów Wielkopolski, Polen","4,9",95
Kuchnia i Ja,Kochschule,"Mickiewicza 9/40, 60-833 Poznań, Polen",kuchniaija.pl,"CW76+2Q Posen, Polen",,
PRIVATE CHEF Maciej Ostrowski,Kochkurs,"Źródlana 3, 66-003 Przytok, Polen",,"WMW2+XC Przytok, Polen",,
Cieśliński Marek. Działalność gastronomiczno - kateringowa,Catering,"68-200 Lubanice, Polen",,"M4W2+P9 Lubanice, Polen",,
Gastroart. Studio kulinarne. Rybacka R.,Catering,"Sportowa 1, 08-450 Łaskarzew, Polen",gastroart.pl,"QHVP+RV Łaskarzew, Polen",,
Cook Story by Samsung,Kochschule,"Franciszka Klimczaka 1, 02-797 Warszawa, Polen",cookstory.pl,"537M+C3 Warschau, Polen","4,7",82
Włoska Akademia Szefów Kuchni - Mille Sapori Plus IF&B,Kochschule,"Kazimierza Gierdziejewskiego 7, 02-495 Warszawa, Polen",akademiaszefowkuchni.pl,"6V3F+FJ Warschau, Polen","3,0",4
Akademia piekarza,Kochschule,"ul, Malownicza 33, 02-272 Warszawa, Polen",akademiagrzybki.pl,"5WHQ+35 Warschau, Polen","5,0",30
Saral Indian Kitchen,Kochschule,"Zapłocie, 02-970 Warszawa, Polen",saralsindiankitchen.com,"43HR+9G Warschau, Polen","4,0",4
Kursy Kelnerskie,Kochschule,"Puławska 543, 02-844 Warszawa, Polen",,"42F9+CP Warschau, Polen",,
Akademia Kulinarna Niebieskich Migdałów,Kochschule,"Wałuszewska 24a, 03-005 Warszawa, Polen",,"8XQP+CG Warschau, Polen",,
Klaudia Odchudza,Catering,"Władysława Orkana, 05-825 Grodzisk Mazowiecki, Polen",klaudiaodchudza.pl,"3JWC+8V Grodzisk Mazowiecki, Polen",,
CookUp Culinary Studio,Food-Court,"Hoża 51, 00-681 Warszawa, Polen",cookup.pl,"62F6+R2 Warschau, Polen","4,6",223
Avocado Cooking Club,Kochschule,"Powstańców Śląskich 85, 01-355 Warszawa, Polen",avocookingclub.pl,"6WV6+3G Warschau, Polen","5,0",35
Studio Kulinarne Bosch,Kochschule,"al. Jerozolimskie 183, 02-222 Warszawa, Polen",warsztaty-smaku.pl,"6X62+3C Warschau, Polen","4,8",19
PIEROGI & MORE warsztaty kulinarne,Touren- und Reiseanbieter,"Stawki 3, 00-193 Warszawa, Polen",pierogiandmore.pl,"7X3V+C8 Warschau, Polen","4,9",481
"Miłosz Cichoń Creative Cuisine - live cooking, warsztaty kulinarne, consulting gastronomiczny, obsługa eventów",Catering,"Malborska 3, 03-286 Warszawa, Polen",ccmilosz.pl,"72VX+F2 Warschau, Polen","5,0",15
Radość z gotowania - warsztaty kulinarne dla dzieci,Kochschule,"Patriotów 160/lok. 8, 04-839 Warszawa, Polen",radosczgotowania.pl,"55MR+77 Warschau, Polen","4,6",76
Barteoteodorryszkys,Kochschule,"Staszica 18, 01-188 Warszawa, Polen",,"6XPC+JF Warschau, Polen",,
Zespół Szkul gotujacych z Magdą Gessler,Kochschule,"Majdańska 30/36, 04-110 Warszawa, Polen",,"63RR+PM Warschau, Polen",,
Pokazy Kulinarne,Kochkurs,"Władysława Umińskiego 7/49, 03-984 Warszawa, Polen",,"63GX+9R Warschau, Polen",,
Kurt Scheller Academy Sp. z o.o.,Kochschule,"Wilcza 51/55, 00-679 Warszawa, Polen",schelleracademy.com.pl,"62F6+GJ Warschau, Polen",,
Berio Consulting Polska,Berater,"Aleja Stanów Zjednoczonych 32, 04-036 Warszawa, Polen",berio.com.pl,"63MG+4H Warschau, Polen","5,0",2
Little Chef,Kochschule,"Tadeusza Rejtana 15, 02-516 Warszawa, Polen",littlechef.pl,"6249+W4 Warschau, Polen","4,5",60
Radość z gotowania - warsztaty kulinarne dla dzieci,Kochschule,"Marywilska 62/lok. U7, 03-228 Warszawa, Polen",radosczgotowania.pl,"8X9X+W6 Warschau, Polen","4,8",14
Polish School of Bartenders,Kochschule,"Jagiellońska 58/lok. 128a, 03-468 Warszawa, Polen",szkolabarmanow.pl,"725G+X4 Warschau, Polen","4,9",110
GRILL LAB Jerzy Sobieniak Warsztaty Kulinarne,Kochschule,"Puławska 48, 05-500 Piaseczno, Polen",jureksobieniak.pl,"32W9+5R Piaseczno, Polen","1,0",1
Polska Szkoła Gastronomiczna,Kochschule,"Połczyńska 10, 01-378 Warszawa, Polen",,"6WC9+MV Warschau, Polen",,
Taste Chef Catering,Catering,"Ogrodowa 19/2, 32-800 Brzesko, Polen",tastechef.pl,"XJC2+77 Brzesko, Polen","4,5",25
Bar Work Academy - Szkoła Barmańska,Kochschule,"Tadeusza Borowskiego 2/13, 03-475 Warszawa, Polen",,"725J+92 Warschau, Polen","5,0",55
Studio Twój Kucharz,Kochschule,"Osiedle Zielone 9, 31-968 Kraków, Polen",twojkucharz.pl,"32HV+XH Krakau, Polen","4,2",94
Warsztaty kulinarne Kraków - Klub Dobrego Smaku ZAMIESZANIE,Kochkurs,"Żabiniec 38, 31-215 Kraków, Polen",warsztaty-kulinarne-krakow.pl,"3WMW+MX Krakau, Polen","5,0",18
DK-team,Kochschule,"Brzączowice 254, 32-410 Dobczyce, Polen",,"V3M5+GJ Brzączowice, Polen",,
Warsztat Qulinarny,Schulungszentrum,"Generała Leopolda Okulickiego 51/282, 31-637 Kraków, Polen",warsztatqulinarny.pl,"32VF+74 Krakau, Polen","4,9",122
Indian Cooking’s Nareen,Kochkurs,"Mikołaja Zyblikiewicza, 31-029 Kraków, Polen",,"3W5W+X6 Krakau, Polen","5,0",1
Cook Club,Kochkurs,"Fabryczna 13, 31-553 Kraków, Polen",cookclub.com.pl,"3X6F+W9 Krakau, Polen","5,0",11
Tabaka Kulinarna Magdalena Wiśniewska-Baran - Doradztwo i Szkolenia Gastronomiczne,Wirtschaftsprüfer,"Reduta 26c/24, 31-421 Kraków, Polen",tabakakulinarna.pl,"3XWM+36 Krakau, Polen","5,0",31
GastroMove,Food-Court,"Przykopy 5, 30-612 Kraków, Polen",gastromove.com,"2W8W+66 Krakau, Polen","5,0",7
COOLinarium - atelier kulinarne,Eventmanagement-Firma,"Osiedle Tysiąclecia 85, 31-610 Kraków, Polen",coolinarium.pl,"3XVX+Q8 Krakau, Polen","4,8",77
Rajsko w Rajsku,Catering,"Antoniego Kenara, 31-699 Podgórze, Polen",,"XXM7+WH Krakau, Polen","5,0",5
Sprytnie Planujemy,Kochkurs,"Narvik, 30-436 Kraków, Polen",,"2W28+G7 Krakau, Polen",,
Kuchciarz,Kochkurs,"Stefana Batorego 21/2, 34-100 Wadowice, Polen",kuchciarz-pl.webnode.page,"VFPJ+H6 Wadowice, Polen",,
Naturalnie,Kochschule,"Wapienicka 22A, 43-300 Bielsko-Biała, Polen",,"RX3R+M4 Bielsko-Biała, Polen",,
Od Kuchni Karolina Żmijewska,Kochschule,"Różana 8, 44-177 Chudów, Polen",od-kuchni.com,"6Q9C+9X Chudów, Polen","5,0",2
Pracownia Smaku Jolanta Kleser,Kochschule,"Tadeusza Kościuszki 12, 40-049 Katowice, Polen",pracowniasmaku.com.pl,"7249+9J Katowice, Polen","4,9",336
Akademia Liderów Gastronomii - szkolenia i konsultacje w sektorze HoReCa,Food-Court,"Metalowców 13/103/Budynek A2, 41-500 Chorzów, Polen",akademialiderowgastronomii.pl,"8X35+HJ Chorzów, Polen","5,0",3
Kulinarne Kreacje Studio Smaku,Food-Court,"Bolesława Limanowskiego 17, 30-551 Kraków, Polen",kulinarnekreacje.com.pl,"2XW3+4C Krakau, Polen","4,9",184
STOMATOLOGIA Wróblewski,Zahnarzt,"Szeroka 13/15, 87-100 Toruń, Polen",znanylekarz.pl,"2J65+52 Toruń, Polen","4,5",16
MYNEURO CLINIC | Centrum Terapii Manualnej,Chiropraktiker,"aleja Ignacego Daszyńskiego 30, 31-534 Kraków, Polen",,"3X43+2P Krakau, Polen","4,9",25
Chatka szczurka,Knochensetzer,"Praska 59, 30-323 Kraków, Polen",twitch.tv,"2WW5+CC Krakau, Polen",,
Pub stodoła w Dobrzejowicach,Kneipe,"Dobrzejowice, Polen",,"PV6M+VQ Dobrzejowice, Polen","5,0",8
Gastro Pakus,Amerikanisches Restaurant,"Bohaterów Westerplatte, 63-900 Rawicz, Polen",,"JV76+4H Rawicz, Polen","5,0",93
Czeski Film,Kneipe,"Kiełbaśnicza 2, 50-108 Wrocław, Polen",pl-pl.facebook.com,"426H+3P Breslau, Polen","4,4",1.581
Smażalnia ryb Ślesin,Bar,"Stawowa 2, 89-100 Ślesin, Polen",,"5M4X+5R Ślesin, Polen","4,7",3
U Darka. Pub,Bar,"Szarika 1, 87-100 Toruń, Polen",,"2MVV+W4 Toruń, Polen","5,0",2
Stalownia Pub & Dance,Bar,"85-036 Bydgoszcz, Polen",,"4XCW+FH Bydgoszcz, Polen",,
Bar Duet,Restaurant,"Główna 2, 89-510 Bysław, Polen",facebook.com,"G236+FM Bysław, Polen","4,5",124
The drink Krystian Kosiarski,Bar,"Kolejowa 7, 21-100 Lubartów, Polen",,"CJW5+CW Lubartów, Polen",,
Pub Pod Mosteczkiem,Kneipe,"Wybrzeże Kościuszkowskie, Wieżyca B35 Mostu im. Poniatowskiego, 00-411 Warszawa, Polen",,"62MQ+X3 Warschau, Polen","4,6",624
Korytowo,Bar,"Niepodległości 25, 74-320 Barlinek, Polen",facebook.com,"X6V9+G9 Barlinek, Polen","4,5",8
Parkowa. Pijalnia piwa. Nowocień M.B.,Bar,"Parkowa 4, 78-640 Tuczno, Polen",,"55X5+2R Tuczno, Polen",,
Retrospekcja pub,Kneipe,"Rynek 1, 27-200 Starachowice, Polen",facebook.com,"23RM+G4 Starachowice, Polen","4,4",92
U Taperinga,Bar,"44B, Kowala Druga, Kowala Pierwsza Pierwsza, 24-320, Polen",,"639C+QQ Kowala Pierwsza, Polen","4,4",17
Bar Gocławski,Bar,"Płowiecka 5, 04-501 Warszawa, Polen",,"64PG+29 Warschau, Polen","4,8",260
Bar Grodzki - Grodzka Tradycyjne Dania Domowe,Bar,"Kocjana 3, 01-473 Warszawa, Polen",grodzka.pl,"7V2Q+5V Warschau, Polen","3,0",16
CB-23 Kurczak Z Rożna,Bar,"Targowa 3d, 05-870 Błonie, Polen",,"5JX5+5P Błonie, Polen","4,7",197
Bar Restauracyjny Jabłuszko,Bar,"Jagodne 1A, 08-122 Sionna, Polen",,"52X2+HQ Jagodne, Polen","4,7",147
Pipen. Pub,Bar,"34-435 Frydman, Polen",,"C6XJ+V2 Frydman, Polen",,
Oliwa Pub,Brauereischänke,"Miodowa 14, 31-055 Kraków, Polen",facebook.com,"3W2V+XC Krakau, Polen","4,5",575
Ulica Krokodyli Pub & Cafe,Kneipe,"Szeroka 30, 31-053 Kraków, Polen",facebook.com,"3W2X+Q6 Krakau, Polen","4,5",1.920
Drugie Dno Nowogrodzka - Gastropub Warszawa,Gastrokneipe,"Nowogrodzka 4, 00-513 Warszawa, Polen",drugiedno.pl,"62J9+38 Warschau, Polen","4,5",2.404
Gynecologist Wroclaw - Clinic of Gynecology and Obstetrics,Poliklinik,"Szybka 5, 50-421 Wrocław, Polen",,"4323+VG Breslau, Polen","4,0",2
Gorączka Złota,Kneipe,"Wilcza 29, 00-544 Warszawa, Polen",facebook.com,"62F8+XH Warschau, Polen","4,7",792
Piwna Beczka,Brauereischänke,"al. Niepodległości 19/lok. 7, 02-653 Warszawa, Polen",piwnabeczka.pl,"52J9+WR Warschau, Polen","4,6",391
Ginekolog Blok Labioplastyka Krioterapia nadżerki Wkładka Domaciczna Ginekologia Dziecięca Wrocław,Frauenarzt/-ärztin,"Jana Sebastiana Bacha 10, 50-305 Wrocław, Polen",blokginekolog.pl,"43G4+M6 Breslau, Polen","4,7",3
Cybermachina Warszawa,Brauereischänke,"Wejście od strony ul Gałczyńskiego!, Nowy Świat 54/lok. 39, 00-369 Warszawa, Polen",cybermachina.pl,"62P9+2G Warschau, Polen","4,7",2.047
Max,Bar,"Rynek 6, 32-410 Dobczyce, Polen",max.se,"V3JQ+9X Dobczyce, Polen","3,7",33
Belgian Elephant Pub,Brauereischänke,"Freta 19, 00-227 Warszawa, Polen",,"7225+P5 Warschau, Polen","4,3",1.248
Ulubiona,Bar,"Nowy Świat 27, 01-002 Warszawa, Polen",facebook.com,"62M9+5Q Warschau, Polen","4,7",547
Kuchnia domowa,Bar,"05-260 Marki, Polen",,"84P8+R5 Marki, Polen","3,6",18
Backstreet Bar Warszawa,Bar,"al. Jerozolimskie 30, 00-024 Warszawa, Polen",facebook.com,"62J9+MC Warschau, Polen","4,6",10
U Jurasa,Restaurant,"1 Maja 28, 32-590 Libiąż, Polen",,"482H+XQ Libiąż, Polen","4,2",116
Kasina Ski Bar,Bar,"Kasina Wielka 672, 34-741 Kasina Wielka, Polen",,"P592+JW Kasina Wielka, Polen","4,0",112
Bistro Przy Deptaku,Bar,"Orkana, 34-700 Rabka-Zdrój, Polen",,"JX54+H7 Rabka-Zdrój, Polen","3,4",22
BURGER 66,Bar,"Kilińskiego 2, 34-600 Limanowa, Polen",facebook.com,"PC4F+QF Limanowa, Polen",,
Bar Zajazd,Bar,"Opatkowice 200, 32-100 Opatkowice, Polen",,"6823+J9 Opatkowice, Polen","3,7",3
Bar Zacisze,Bar,"Poniatowskiego 269A, 34-700 Rabka-Zdrój, Polen",,"HXWX+MJ Rabka-Zdrój, Polen","4,4",5
Smak Bar,Bar,"Krzywa 27, 34-400 Nowy Targ, Polen",,"F2HG+JW Nowy Targ, Polen","4,8",27
Omerta,Kneipe,"Kupa 3, 31-057 Kraków, Polen",omerta.com.pl,"3W2W+V7 Krakau, Polen","4,6",2.525
CORFAMED Centrum Zdrowia Kobiety,Frauenarzt/-ärztin,"Kluczborska 37, 50-322 Wrocław, Polen",corfamed.pl,"42CX+GM Breslau, Polen","3,9",65
Szpyrko A. Gabinet ginekologiczno - położniczy,Frauenklinik,"Domeyki 1A, 53-209 Wrocław, Polen",szpyrko.wroclaw.pl,"3XRR+43 Breslau, Polen","4,0",23
"Zalewski A., lek. med. ginekolog. Indywidualna praktyka lekarska",Frauenarzt/-ärztin,"Romualda Traugutta 7, 21-500 Biała Podlaska, Polen",,"24QM+9M Biała Podlaska, Polen","4,0",4
"Endometrioza, menopauza, zespół przedmiesiączkowy PMT, PMS",Frauenarzt/-ärztin,"Hoża 34, 00-516 Warszawa, Polen",,"62G8+VR Warschau, Polen",,
Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka WUM,Frauenklinik,"plac Sokratesa Starynkiewicza 1, 02-015 Warszawa, Polen",uczkin.pl,"6XFW+P3 Warschau, Polen","3,8",253
NZOZ Zdrowie Kobiety,Ärztehaus,"Piaskowa 1, 65-204 Zielona Góra, Polen",zdrowiekobiety.net,"WGQ8+MC Zielona Góra, Polen",,
"Sprawka Jarosław, lek. med. Spec. ginekolog położnik. Gabinet",Frauenarzt/-ärztin,"Szkolna 16, 08-110 Siedlce, Polen",jaroslawsprawka.ginweb.pl,"5796+8W Siedlce, Polen","4,5",12
Klinika Ambroziak,Spezialklinik,"Aleja Gen. Władysława Sikorskiego 13/U1, 02-758 Warszawa, Polen",klinikaambroziak.pl,"52PV+4R Warschau, Polen","3,7",211
Klinika Ambroziak Dermatologia Kliniczna,Spezialklinik,"Kosiarzy 9A, 02-953 Warszawa, Polen",klinikaambroziak.pl,"53CJ+JV Warschau, Polen","4,4",25
klinika poloznictwa i ginekologii,Krankenhaus,"Cegłowska 80, 00-001 Warszawa, Polen",,"7XP2+PG Warschau, Polen","5,0",1
dom olci,Klinik für Schwangerschaftsabbrüche,"Pod Kopieńcem 6, 43-440 Cisownica, Polen",,"PQ8G+8P Cisownica, Polen",,
"lek. Zenon Kszyk, Ginekolog",Frauenarzt/-ärztin,"Józefa Dietla 50/15, 31-039 Kraków, Polen",znanylekarz.pl,"3W3V+82 Krakau, Polen","5,0",1
Niepubliczny Zakład Opieki Zdrowotnej Szpital im. R. Czerwiakowskiego,Diagnose-Center,"Kremerowska 11, 31-130 Kraków, Polen",siemiradzki.pl,"3W9H+5R Krakau, Polen","4,5",2
psychoterapii Integra,Klinik für Psychopädagogik,"Ignacego Mościckiego 33c/10, 52-110 Wrocław, Polen",,"338J+7V Breslau, Polen",,
Sensolab,Klinik für Psychopädagogik,"Stalowowolska 26, 53-404 Wrocław, Polen",,"3XRX+CM Breslau, Polen","5,0",5
Pióro Clinic Centrum Medycyny i Estetyki IX wieków,Plastischer Chirurg,"aleja IX Wieków Kielc 4/lok.U1, 25-001 Kielce, Polen",pioroclinic.pl,"VJFH+JX Kielce, Polen","5,0",3
Elżbieta Bogdała Psychodietetyk,Ernährungsberater,"Rydygiera 22/28, 50-249 Wrocław, Polen",pl-pl.facebook.com,"429M+M3 Breslau, Polen",,
Dietetyk kliniczny Wrocław Urszula Banaszek,Ernährungsberater,"Świeradowska 9, 50-559 Wrocław, Polen",facebook.com,"32GP+R3 Breslau, Polen","5,0",2
"Healthy Menu - Dietetyka Medyczna, Psychodietetyka, Coaching - Dietetyk Wrocław",Ernährungsberater,"Legnicka 60C/lokal 006, 54-204 Wrocław, Polen",healthymenu.pl,"4XCQ+9Q Breslau, Polen","4,7",10
Dietetyk Wrocław - Light Life,Ernährungsberater,"Oławska 15/Lokal 73, 50-123 Wrocław, Polen",light-life.pl,"425P+76 Breslau, Polen","5,0",3
"Dietetyk Wrocław, Poradnia Dietetyczna Magia Zdrowia",Ernährungsberater,"Stefana Jaracza 75H, 50-305 Wrocław, Polen",magiazdrowia.com.pl,"43H4+5W Breslau, Polen","4,8",8
Dietetics and Medical Nutrition - Health Inn Med – Wrocław,Ernährungsberater,"Wyszyńskiego 107/4, 50-307 Wrocław, Polen",inn-med.pl,"43F3+55 Breslau, Polen","5,0",15
IP CLINIQ Instytut Piękna,Klinik für plastische Chirurgie,"IV piętro (w budynku Centrum Medycznego Medyk, al. Tadeusza Rejtana 53, 35-326 Rzeszów, Polen",ipcliniq.pl,"22C9+C3 Rzeszów, Polen","4,7",134
dr n. med. Klaudia-Anna Agendo,Chirurg,"Kolejowa 5/7, 00-217 Białoboki, Polen",znanylekarz.pl,"29GM+WX Białoboki, Polen",,
National Center for Eating Disorders,Ärztehaus,"Curie-Skłodowskiej 46/1a, 50-369 Wrocław, Polen",centrumzaburzenodzywiania.pl,"4367+5J Breslau, Polen","4,0",48
Otulenie -Ośrodek leczenia zaburzeń odżywiania,Klinik für Essstörungen,"Złoczowska 13, 03-972 Warszawa, Polen",otulenie.pl,"63F7+XW Warschau, Polen","4,7",46
PsychoDietMed - Klinika Psychodietetyki i Psychoterapii Online,Psychotherapeut/in,"Ficowskiego 6/60, 01-747 Warszawa, Polen",psychodietmed.pl,"7X46+MV Warschau, Polen","5,0",12
Masens. Psychoterapia bulimii i anoreksji,Psychiatrische Klinik,"plac Bankowy 4, 00-095 Warszawa, Polen",,"62V3+78 Warschau, Polen",,
"DOCTOR JAN Poradnia Zdrowia Psychicznego, NSZOZ",Psychiatrische Klinik,"Osiedle Złotej Jesieni 3, 31-826 Kraków, Polen",doctorjan.pl,"32RF+X3 Krakau, Polen","3,6",17
Gabinet Dietetyczny - Dietografia (Viscera Instytut),Ernährungsberater,"Na Gródku 2/8, 31-028 Kraków, Polen",viscerainstytut.pl,"3W6R+7V Krakau, Polen","4,9",15
"Dietetyk Medyczny, Terapia Otyłości,, Dietetyk bariatryczny, Dietetyk Warszawa, Psychodietetyk",Ernährungsberater,"Stefana Batorego 16, 02-519 Warszawa, Polen",mariuszlorenc.pl,"6263+3G Warschau, Polen","4,3",38
bLife- konsultacje indywidualne BARIATRIA,Poliklinik,"Józefa Sierakowskiego 4, 03-712 Warszawa, Polen",blife.com.pl,"62XM+Q5 Warschau, Polen",,
Wrocław Akupunktura - Klinika akupunktury Jeong,Akupunkturklinik,"Brzozowa 15, 52-200 Wysoka, Polen",klinika-jeong.pl,"22X3+XC Wysoka, Polen","5,0",118
Moksa - Gniezno,Klinik für chinesische Medizin,"Moniuszki 4, 62-200 Gniezno, Polen",,"GHMW+HX Gnesen, Polen",,
Homeo-Farmakopunktura. Brygoła b.,Alternativmediziner,"Fryderyka Chopina 3, 20-400 Lublin, Polen",,"6HW3+VM Lublin, Polen",,
Gabinet Medycyny Wschodniej - Wojciech Wiliński,Alternativmediziner,"plac Wolności 3/4, 87-800 Włocławek, Polen",,"M349+64 Włocławek, Polen","4,1",8
Doktor Do Spraw Specjalncyh,Klinik für chinesische Medizin,"Mirocin 368, 37-200 Mirocin, Polen",,"2HV3+97 Mirocin, Polen",,
Przystanek autobusowy,Klinik für chinesische Medizin,"21-404 Dębowierzchy, Polen",,"XJG7+RH Dębowierzchy, Polen",,
Gabinet Medycyny Chińskiej,Alternativmediziner,"Bohaterów Westerplatte 9, 65-001 Zielona Góra, Polen",,"WGR4+Q5 Zielona Góra, Polen","5,0",1
Trebor Akupunktura,Alternativmediziner,"Stefana Wyspiańskiego 13/Pokój 304, 65-036 Zielona Góra, Polen",zielarz-akupunkturzysta.pl,"WGW9+3C Zielona Góra, Polen","5,0",20
Klinika Mistrza Zhang Akupunktura - medycyna naturalna,Klinik für chinesische Medizin,"Jaktorowska 8, 01-202 Warszawa, Polen",klinikamz.pl,"6XMH+W2 Warschau, Polen","4,7",37
Chińskie Centrum Zdrowia,Klinik für chinesische Medizin,"Drawska 29A/lok. 90, 02-202 Warszawa, Polen",centrumtmc.pl,"6X56+QP Warschau, Polen","5,0",6
Gabinet Medycyny Chińskiej Marzena Wojda,Alternativmediziner,"Górska 7A, 05-100 Nowy Dwór Mazowiecki, Polen",marzenawojda.pl,"CPHJ+F7 Nowy Dwór Mazowiecki, Polen",,
PERA Terapie Naturalne,Poliklinik,"Zwycięstwa 15, 31-563 Kraków, Polen",,"3X7G+5Q Krakau, Polen",,
Wienkra Sp. z o.o. oddział Wrocław,Klimaanlagengeschäft,"al. Armii Krajowej 61, 50-541 Wrocław, Polen",wienkra.pl,"33M9+R2 Breslau, Polen","4,9",49
"Systemy klimatyzacyjne, klimatyzacje GREE",Klimaanlagengeschäft,"Krakowska 141-155, 50-428 Wrocław, Polen",,"33MF+4M Breslau, Polen","5,0",7
"Eko Instal 3D - Klimatyzacja: sprzedaż, montaż, serwis",Klimaanlagenanbieter,"Jamesa Cooka 8, 51-505 Wrocław, Polen",ekoinstal3d.pl,"446C+CW Breslau, Polen","5,0",61
AC PROREF Sp. z o.o.,Gewerblicher Kühlschrankanbieter,"Drzymały 30, 63-940 Bojanowo, Polen",acproref.pl,"PQ44+7G Bojanowo, Polen","4,4",5
Klimatyzacja,Klimaanlagenanbieter,"Wyspiańskiego 1, 57-300 Kłodzko, Polen",,"CMM6+J7 Glatz, Polen",,
AMIR. Batteries Wholesale and Retail. Klodzko.,Fachhandel für Autobatterien,"Zajęcza 2D, 57-300 Kłodzko, Polen",amir.net.pl,"CJVP+H3 Glatz, Polen","4,7",197
Bolid Plus Kamil Kulczycki,Klimaanlagenanbieter,"Małomicka 46a, 59-300 Lubin, Polen",bolid-dantof.pl,"C657+2X Lubin, Polen",,
I&M KLIMATYZACJE,Klimaanlagenanbieter,"Elizy Orzeszkowej, 59-300 Lubin, Polen",,"C529+5M Lubin, Polen","5,0",29
Carlos Karol Ćwian Rekuperacja Klimatyzacja,Heizungs- und Klimatechnikbetrieb,"Mikołaja Kopernika 17/pok. nr 26, 59-300 Lubin, Polen",carlos-wentylacja.pl,"96X3+67 Lubin, Polen","5,0",27
Serwis Klimatyzacji Samochodowej,Autowerkstatt,"Rzemieślnicza 7, 59-300 Lubin, Polen",,"C629+69 Lubin, Polen","5,0",1
www.dobra-klima.pl,Klimaanlagenanbieter,"Kolbego 1a, 63-500 Ostrzeszów, Polen",dobra-klima.pl,"CWGM+9H Ostrzeszów, Polen","5,0",50
Wentylacja WKS SYSTEM Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Zygmunta Krasińskiego 15A/3, 50-449 Wrocław, Polen",wkssystem.pl,"424V+J4 Breslau, Polen",,
SANKLIMA,Klimaanlagengeschäft,"Toporzysko 54, 87-134 Toporzysko, Polen",,"38X4+W3 Toporzysko, Polen","5,0",1
Clima Tech Polska Sp. z o.o.,Klimaanlagenanbieter,"Grota-Roweckiego 127, 52-214 Wrocław, Polen",climatech.com.pl,"324J+8G Breslau, Polen","5,0",3
Przedsiębiorstwo Instalacyjne Instalsystem - Tomasz Sielicki,Auftragnehmer,"Tęczowa 83C/16, 53-603 Wrocław, Polen",,"4235+Q9 Breslau, Polen",,
RFW Ready For Warm,Reparaturservice für Klimaanlagen,"Romana Dmowskiego 19k/9, 50-203 Wrocław, Polen",,"429C+H3 Breslau, Polen",,
Centrum Zaopatrzenia Chłodnictwa,Gewerblicher Kühlschrankanbieter,"Szosa Gdańska 50A, 86-031 Osielsko, Polen",czch.com.pl,"53M9+PM Osielsko, Polen","5,0",3
Hurtownia Instalacyjna Centrum: Kotły | Pompy Ciepła | Klimatyzacja | Rekuperacja | Pneumatyka I Gaz | Czesław Wajdzik,Heizungs- und Klimatechnikbetrieb,"Kosobudzka 3, 89-650 Czersk, Polen",pompycieplaczersk.pl,"QXW7+46 Czersk, Polen","4,5",11
Zakład Urządzeń Wentylacyjnych TEPOWENT Toruń,Vertriebsdienst,"Kręta 37, 87-100 Toruń, Polen",tepowent.pl,"XHH7+JP Toruń, Polen",,
